"","Year","DonorCode","DonorName","AgencyCode","AgencyName","CrsID","ProjectNumber","InitialReport","RecipientCode","RecipientName","RegionCode","RegionName","IncomegroupCode","IncomegroupName","FlowCode","FlowName","Bi_Multi","Category","Finance_t","Aid_t","USD_Commitment","USD_Disbursement","USD_Received","USD_Commitment_Defl","USD_Disbursement_Defl","USD_Received_Defl","USD_Adjustment","USD_Adjustment_Defl","USD_AmountUntied","USD_AmountPartialTied","USD_AmountTied","USD_AmountUntied_Defl","USD_AmountPartialTied_Defl","USD_Amounttied_Defl","USD_IRTC","USD_Expert_Commitment","USD_Expert_Extended","USD_Export_Credit","CurrencyCode","Commitment_National","Disbursement_National","GrantEquiv","USD_GrantEquiv","ShortDescription","ProjectTitle","PurposeCode","PurposeName","SectorCode","SectorName","ChannelCode","ChannelName","ChannelReportedName","ParentChannelCode","Geography","ExpectedStartDate","CompletionDate","LongDescription","SDGfocus","Gender","Environment","PDGG","Trade","RMNCH","DRR","Nutrition","Disability","FTC","PBA","InvestmentProject","AssocFinance","Biodiversity","ClimateMitigation","ClimateAdaptation","Desertification","CommitmentDate","TypeRepayment","NumberRepayment","Interest1","Interest2","Repaydate1","Repaydate2","USD_Interest","USD_Outstanding","USD_Arrears_Principal","USD_Arrears_Interest","BudgetIdent","CapitalExpend","PSIflag","PSIAddType","PSIAddAssess","PSIAddDevObj","ID"
"364190",2016,701,"Japan",8,"Japanese International Co-operation Agency","2016003034","JICAVN-C21",1,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"A02",91.9095,91.9095,0,91.9398,91.9398,0,0,0,91.9095,0,0,91.9398,0,0,0,0,0,0,701,10,10,7.46785,68.6366,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE(VI)","Support Program to Respond to Climate Change(VI)",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"All over Vietnam","3/31/2016","8/30/2016","Support CC policies inplementation","0",0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,"3/31/2016",1,2,"300",0,"3/20/2026","3/20/2056",0.0159003,85.6164,0,0,41010,0,0,0,"0","0",406
"365615",2016,701,"Japan",8,"Japanese International Co-operation Agency","2011003055","JICAVN-C14",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"A02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE (II)","Support Program to Respond to Climate Change (II)",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"Vietnam","","","support CC policies implementation","0",0,2,1,0,0,0,0,0,0,1,0,0,2,2,2,2,"11/2/2011",1,2,"300",0,"11/20/2021","11/20/2051",0.276464,85.6164,0,0,41010,0,0,0,"0","0",407
"366161",2016,701,"Japan",8,"Japanese International Co-operation Agency","2016950106","",1,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",1.17722,1.17722,0,1.17761,1.17761,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0.128085,0.128085,0.128085,1.17722,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"","","","TC AGGREGATED ACTIVITIES","0",0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,"12/31/2016",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",408
"368344",2016,701,"Japan",8,"Japanese International Co-operation Agency","2016950475","",1,764,"Thailand",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.929251,0.929251,0,0.929558,0.929558,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0.101105,0.101105,0.101105,0.929251,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"","","","TC AGGREGATED ACTIVITIES","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,0,"12/31/2016",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",409
"369020",2016,701,"Japan",8,"Japanese International Co-operation Agency","2016951345","",1,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.365496,0.365496,0,0.365617,0.365617,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0.039767,0.039767,0.039767,0.365496,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"","","","TC AGGREGATED ACTIVITIES","0",0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,"12/31/2016",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",410
"370229",2016,701,"Japan",8,"Japanese International Co-operation Agency","2016952458","",1,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0.200942,0.200942,0,0.201008,0.201008,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0.021863,0.021863,0.021863,0.200942,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",23110,"Energy policy and administrative management",231,"Energy",12000,"Recipient Government","Recipient Government",12000,"","","","TC AGGREGATED ACTIVITIES","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2016",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",411
"372296",2016,701,"Japan",8,"Japanese International Co-operation Agency","2016952519","",1,764,"Thailand",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.0922312,0.0922312,0,0.0922616,0.0922616,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0.010035,0.010035,0.010035,0.0922312,"TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES",23110,"Energy policy and administrative management",231,"Energy",12000,"Recipient Government","Recipient Government",12000,"","","","TC AGGREGATED ACTIVITIES","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2016",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",412
"374267",2016,742,"Korea",4,"Korea International Cooperation Agency","2013016742","2.01305E+12",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.077069,0,0,0.0781158,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.077069,0.077069,0.077069,"PROJECT TO SUPPORT GREEN GROWTH STRATEGY IMPLEMENTATION IN VIETNAM","Project to Support Green Growth Strategy Implementation in Vietnam",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",11000,"Donor Government","KOICA",11000,"Asia (Far East Asia)","1/1/2013","12/31/2016","Dispatching experts for legal framework development and provincial development strategy, training program, implementing a pilot project, on-site seminar and conference","0",0,2,2,0,0,0,0,0,1,0,0,0,0,2,2,0,"1/1/2016",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",413
"375936",2016,742,"Korea",2,"Export-Import Bank of Korea","2014009955","VNM-047-2014",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"A02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE","Support Program to Respond to Climate Change",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Export Import Bank of Korea",12000,"FAR EAST ASIA","3/19/2015","12/31/2017","To support policy actions and strategies for the respond to climate change of Vietnam, through policy dialogue, d on the &quot;National Target Program to respond to climate change&quot;","0",0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,"12/30/2014",0,0,"1000",0,"6/30/2025","12/29/2044",0.09665,9.63863,0,0,41010,0,0,0,"0","0",414
"376226",2016,742,"Korea",2,"Export-Import Bank of Korea","2013001171","VNM-042-2013",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"A02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE","Support Program to Respond to Climate Change",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Export Import Bank of Korea",12000,"FAR EAST ASIA","12/25/2013","12/30/2013","To support policy actions and strategies for the respond to climate change of Vietnam, through policy dialogue","0",0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,"12/16/2013",0,0,"1000",0,"6/16/2024","12/16/2043",0.185575,18.5068,0,0,41010,0,0,0,"0","0",415
"376261",2016,742,"Korea",2,"Export-Import Bank of Korea","2012004292","VNM-039-2012",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"A02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE","Support Program to Respond to Climate Change",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Export Import Bank of Korea",12000,"FAR EAST ASIA","12/21/2012","12/31/2012","To support policy actions and strategies for the respond to climate change of Vietnam, through policy dialogue","0",0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,"11/15/2012",0,0,"300",0,"5/17/2023","11/15/2042",0.086075,28.6132,0,0,41010,0,0,0,"0","0",416
"412366",2016,918,"EU Institutions",1,"European Commission","2.015E+12","SCR.CTR.374289",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.198109,0,0,0.208931,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.17915,0.17915,0.198109,"PSF    SUPPORT TO THE EU INDIA CLIMATE CHANGE DIALOGUE","PSF    Support to the EU India Climate Change Dialogue",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",61000,"Private sector in provider country","Private sector in provider country",61000,"600","6/6/2016","9/6/2017","The action aims at paving the way for a possible EU-India Climate Change Dialogue and Partnership by raising awareness on EU positions and know how in Climate Change and low carbon technologies by engaging Indian stakeholders such as NGOs, think tanks, businesses and Government officials: Gathering intelligence on policies and needs in Indias Climate Change agenda and Initiating cooperative actions, in support of mitigation, adaptation and transparency targets of the Paris Agreement.","0",0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,0,"",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",417
"412394",2016,918,"EU Institutions",1,"European Commission","2.015E+12","SCR.CTR.365818",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.0221166,0,0,0.0233247,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.02,0.02,0.0221166,"SHORT TERM TECHNICAL ASSISTANCE ON CARBON CAPTURE AND STORAGE IN CHINA","Short term technical assistance on Carbon Capture and Storage in China",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",61000,"Private sector in provider country","Private sector in provider country",61000,"700","9/10/2015","12/9/2015","Provision of technical expertise relevant for cooperation on concrete Chinese CCS sites, in view of a positive continuation of the NZEC initiative. In particular, the contractor will provide input for decision-making by the European Commission on a possible financing for NZEC IIB and provide preliminary key technical elements to be included in the future project documents (technical specifications/terms of reference).","0",0,2,0,0,0,0,0,0,1,1,0,0,0,2,1,0,"",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",418
"414702",2016,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.373020",3,755,"Philippines",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,1.54252,0,0,1.62678,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,1.3949,1.3949,1.54252,"TECHNICAL ASSISTANCE FOR ACCESS TO SUSTAINABLE ENERGY IN THE PHILIPPINES","Technical Assistance for Access to Sustainable Energy in the Philippines",23110,"Energy policy and administrative management",231,"Energy",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"700","3/7/2016","9/6/2019","This contract provides technical assistance under the Financing Agreement between the EU and the Government of the Republic of the Philippines for the  Access to Sustainable Energy Programme (ASEP) .","0",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",419
"414703",2016,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.371906",3,755,"Philippines",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,11.0583,0,0,11.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,10,10,11.0583,"WB EU ACCESS TO SUSTAINABLE ENERGY PHILIPPINES SINGLE DONOR TRUST FUND","WB EU Access to Sustainable Energy Philippines single Donor Trust Fund",23110,"Energy policy and administrative management",231,"Energy",44001,"International Bank for Reconstruction and Development","International Bank for Reconstruction and Development",44000,"700","12/23/2015","11/30/2019","The Contract comprises support to two investment programmes in the energy sector – the DoEs PV Mainstreaming Programme and a Rural Network Solar programme – and technical assistance to the Electric Regulatory Commission (ERC), National Electrification Administration (NEA) and to Electric Cooperatives (ECs) in Mindanao, where ECs are particularly challenged to distribute electricity and provide services.","0",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"0","0",420
"415097",2016,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.368399",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.642486,0,0,0.677583,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.581,0.581,0.642486,"UP SCALING AND MAINSTREAMING SUSTAINABLE BUILDING PRACTICES  IN WESTERN CHINA","Up scaling and mainstreaming sustainable building practices  in western China",23183,"Energy conservation and demand-side efficiency",231,"Energy",22000,"Donor country-based NGO","Donor country-based NGO",22000,"700","2/1/2016","1/31/2020","the overall objective of this action is to scale up sustainable building practices in less developed western China and thus to reduce climate and resource impacts of the building sector and to contribute to sustainable socio-economic growth in China. Scaling up sustainable building practices requires an uptake of sustainable production by a wide range of stakeholders in the building supply chain and calls for a strong cooperation among them. In western China, most of these stakeholders are MSMEs","0",0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,"",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"0","0",421
"415581",2016,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.378595",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.945483,0,0,0.997131,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.855,0.855,0.945483,"MOBILISE YOUR CITY   INDIA","Mobilise Your City   India",21010,"Transport policy and administrative management",210,"Transport and Storage",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"600","12/12/2016","12/11/2021","The Programme seeks to support governments at both local and national levels in their involvement in transformational actions for a more sustainable urban mobility. It is aimed at supporting three pilot cities in India in their efforts to reduce their GHG emissions related to urban transport and help improve sustainable transport policy .","0",0,2,1,0,0,0,0,0,1,0,1,0,0,2,2,0,"",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"0","0",422
"416548",2016,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.365092",3,431,"Brazil",10006,"South America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.451941,0,0,0.476629,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.40869,0.40869,0.451941,"PSF  EU BRAZIL CLIMATE CHANGE FLAGSHIP EVENT","PSF  EU Brazil Climate Change Flagship Event",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",61000,"Private sector in provider country","Private sector in provider country",61000,"400","8/3/2015","8/2/2016","Support to the organisation and logistics of the EU-Brazil Flagship Event in Rio de Janeiro in October and November 2015","0",0,2,1,0,0,0,0,0,1,1,0,0,1,2,2,2,"",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",423
"421325",2016,918,"EU Institutions",1,"European Commission","2.011E+12","SCR.CTR.367974",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.0246047,0,0,0.0259487,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.02225,0.02225,0.0246047,"MID TERM EVALUATION OF SUPPORTING THE DESIGN AND IMPLEMENTATION OF EMISSIONS TRADING SYSTEMS IN CHINA(ETS) PROJECT","Mid Term Evaluation of Supporting the Design and Implementation of Emissions Trading Systems in China(ETS) project",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"700","11/9/2015","5/7/2016","Mid-Term Evaluation of Supporting the Design and Implementation of Emissions Trading Systems in China(ETS) project","0",0,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,"",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",424
"421336",2016,918,"EU Institutions",1,"European Commission","2.011E+12","SCR.CTR.334592",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,2.67119,0,0,2.81711,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,2.41556,2.41556,2.67119,"SUPPORTING THE DESIGN AND IMPLEMENTATION OF EMISSIONS TRADING SYSTEMS IN CHINA","Supporting the Design and Implementation of Emissions Trading Systems in China",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Recipient Government",12000,"700","1/20/2014","1/19/2017","The project aims to assist China in its efforts to meet its emission reduction targets and low carbon development in designing and implementing successful emissions trading pilots that lead over time to successful nationwide action.","0",0,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,"",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"0","0",425
