"","Recipient","DonorName","flow_type","year","Value"
"15666","Thailand","France","Disbursements",2019,0.00647
"15668","Vietnam","France","Disbursements",2019,0.126497
"15672","Vietnam","France","Disbursements",2019,0.003358
"15678","Vietnam","France","Disbursements",2019,111.962642
"15680","Vietnam","France","Disbursements",2019,0.126231
"15681","Brazil","Germany","Disbursements",2019,1.321444
"15683","Brazil","Germany","Disbursements",2019,5.406593
"15684","Brazil","Germany","Disbursements",2019,0.073637
"15686","Brazil","Germany","Disbursements",2019,1.686618
"15687","Brazil","Germany","Disbursements",2019,0.174241
"15688","Brazil","Germany","Disbursements",2019,0.26307
"15689","Brazil","Germany","Disbursements",2019,1.37732
"15690","Brazil","Germany","Disbursements",2019,0.284909
"15692","Brazil","Germany","Disbursements",2019,8.932418
"15693","Brazil","Germany","Disbursements",2019,0.114197
"15694","Brazil","Germany","Disbursements",2019,1.721949
"15695","China","Germany","Disbursements",2019,10.034825
"15697","China","Germany","Disbursements",2019,1.1632
"15699","China","Germany","Disbursements",2019,0.146187
"15700","China","Germany","Disbursements",2019,1.542727
"15701","China","Germany","Disbursements",2019,0.767981
"15702","China","Germany","Disbursements",2019,0.066821
"15703","China","Germany","Disbursements",2019,2.603708
"15705","China","Germany","Disbursements",2019,0.142696
"15706","China","Germany","Disbursements",2019,4.46655
"15707","China","Germany","Disbursements",2019,0.331342
"15708","China","Germany","Disbursements",2019,2.205647
"15709","India","Germany","Disbursements",2019,11.777186
"15711","India","Germany","Disbursements",2019,0.042201
"15713","India","Germany","Disbursements",2019,0.234836
"15714","India","Germany","Disbursements",2019,5.038466
"15716","India","Germany","Disbursements",2019,0.033674
"15717","India","Germany","Disbursements",2019,0.678861
"15718","India","Germany","Disbursements",2019,0.130471
"15720","India","Germany","Disbursements",2019,10.92839
"15721","India","Germany","Disbursements",2019,0.27363
"15722","India","Germany","Disbursements",2019,27.879002
"15723","Indonesia","Germany","Disbursements",2019,0.303114
"15725","Indonesia","Germany","Disbursements",2019,1.604778
"15727","Indonesia","Germany","Disbursements",2019,0.088552
"15734","Indonesia","Germany","Disbursements",2019,4.074797
"15735","Indonesia","Germany","Disbursements",2019,0.056705
"15736","Indonesia","Germany","Disbursements",2019,22.652073
"15737","Mexico","Germany","Disbursements",2019,0.234755
"15739","Mexico","Germany","Disbursements",2019,1.978705
"15742","Mexico","Germany","Disbursements",2019,180.905616
"15748","Mexico","Germany","Disbursements",2019,5.611336
"15750","Mexico","Germany","Disbursements",2019,1.540474
"15753","Pakistan","Germany","Disbursements",2019,0.003172
"15754","Pakistan","Germany","Disbursements",2019,0.053655
"15755","Pakistan","Germany","Disbursements",2019,0.078947
"15762","Pakistan","Germany","Disbursements",2019,0.335833
"15769","Philippines","Germany","Disbursements",2019,0.028369
"15776","Philippines","Germany","Disbursements",2019,1.242184
"15778","Philippines","Germany","Disbursements",2019,1.122193
"15779","South Africa","Germany","Disbursements",2019,0.086379
"15780","South Africa","Germany","Disbursements",2019,3.164446
"15785","South Africa","Germany","Disbursements",2019,0.277726
"15787","South Africa","Germany","Disbursements",2019,0.171265
"15788","South Africa","Germany","Disbursements",2019,0.278182
"15790","South Africa","Germany","Disbursements",2019,5.204872
"15791","South Africa","Germany","Disbursements",2019,0.354491
"15792","South Africa","Germany","Disbursements",2019,0.327689
"15795","Thailand","Germany","Disbursements",2019,4.596829
"15797","Thailand","Germany","Disbursements",2019,0.006012
"15798","Thailand","Germany","Disbursements",2019,0.277546
"15801","Thailand","Germany","Disbursements",2019,0.125509
"15804","Thailand","Germany","Disbursements",2019,1.020233
"15805","Thailand","Germany","Disbursements",2019,0.033655
"15806","Thailand","Germany","Disbursements",2019,0.229486
"15809","Vietnam","Germany","Disbursements",2019,1.196592
"15810","Vietnam","Germany","Disbursements",2019,0.044778
"15811","Vietnam","Germany","Disbursements",2019,0.232889
"15812","Vietnam","Germany","Disbursements",2019,1.911777
"15814","Vietnam","Germany","Disbursements",2019,0.096646
"15815","Vietnam","Germany","Disbursements",2019,0.669053
"15816","Vietnam","Germany","Disbursements",2019,0.030541
"15818","Vietnam","Germany","Disbursements",2019,3.763621
"15819","Vietnam","Germany","Disbursements",2019,0.009568
"15820","Vietnam","Germany","Disbursements",2019,2.143764
"15821","Brazil","Japan","Disbursements",2019,0.012902
"15823","Brazil","Japan","Disbursements",2019,0.040485
"15827","Brazil","Japan","Disbursements",2019,0.026502
"15831","Brazil","Japan","Disbursements",2019,0.050502
"15832","Brazil","Japan","Disbursements",2019,0.172549
"15834","Brazil","Japan","Disbursements",2019,0.042
"15846","China","Japan","Disbursements",2019,0.888489
"15847","China","Japan","Disbursements",2019,0.036282
"15849","India","Japan","Disbursements",2019,2.1863
"15851","India","Japan","Disbursements",2019,2.433003
"15855","India","Japan","Disbursements",2019,0.010659
"15857","India","Japan","Disbursements",2019,0.010453
"15860","India","Japan","Disbursements",2019,0.230238
"15862","India","Japan","Disbursements",2019,2.494362
"15863","Indonesia","Japan","Disbursements",2019,0.259669
"15864","Indonesia","Japan","Disbursements",2019,0.082406
"15865","Indonesia","Japan","Disbursements",2019,0.061933
"15869","Indonesia","Japan","Disbursements",2019,0.195906
"15872","Indonesia","Japan","Disbursements",2019,0.073139
"15874","Indonesia","Japan","Disbursements",2019,0.827919
"15876","Indonesia","Japan","Disbursements",2019,0.554546
"15877","Mexico","Japan","Disbursements",2019,0.001283
"15879","Mexico","Japan","Disbursements",2019,0.05384
"15883","Mexico","Japan","Disbursements",2019,0.05253
"15888","Mexico","Japan","Disbursements",2019,0.019205
"15890","Mexico","Japan","Disbursements",2019,0.005015
"15891","Pakistan","Japan","Disbursements",2019,2.29265
"15892","Pakistan","Japan","Disbursements",2019,8.711928
"15893","Pakistan","Japan","Disbursements",2019,2.401767
"15897","Pakistan","Japan","Disbursements",2019,0.001446
"15902","Pakistan","Japan","Disbursements",2019,0.032008
"15905","Philippines","Japan","Disbursements",2019,2.33585
"15906","Philippines","Japan","Disbursements",2019,35.105274
"15907","Philippines","Japan","Disbursements",2019,0.255323
"15914","Philippines","Japan","Disbursements",2019,0.015033
"15916","Philippines","Japan","Disbursements",2019,0.043863
"15921","South Africa","Japan","Disbursements",2019,0.133926
"15928","South Africa","Japan","Disbursements",2019,0.007254
"15930","South Africa","Japan","Disbursements",2019,1.852431
"15933","Thailand","Japan","Disbursements",2019,1.026414
"15934","Thailand","Japan","Disbursements",2019,0.004634
"15935","Thailand","Japan","Disbursements",2019,0.189901
"15939","Thailand","Japan","Disbursements",2019,0.014421
"15944","Thailand","Japan","Disbursements",2019,1.521952
"15945","Thailand","Japan","Disbursements",2019,0.135604
"15946","Thailand","Japan","Disbursements",2019,0.273343
"15947","Vietnam","Japan","Disbursements",2019,1.834488
"15948","Vietnam","Japan","Disbursements",2019,0.205174
"15949","Vietnam","Japan","Disbursements",2019,0.037895
"15953","Vietnam","Japan","Disbursements",2019,0.044721
"15958","Vietnam","Japan","Disbursements",2019,2.758086
"15959","Vietnam","Japan","Disbursements",2019,0.058808
"15960","Vietnam","Japan","Disbursements",2019,0.226806
"15972","Brazil","Korea","Disbursements",2019,0.005148
"15986","China","Korea","Disbursements",2019,0.041191
"15999","India","Korea","Disbursements",2019,0.045965
"16000","India","Korea","Disbursements",2019,0.005148
"16002","India","Korea","Disbursements",2019,0.030035
"16003","Indonesia","Korea","Disbursements",2019,0.038968
"16004","Indonesia","Korea","Disbursements",2019,0.006497
"16005","Indonesia","Korea","Disbursements",2019,0.014675
"16008","Indonesia","Korea","Disbursements",2019,0.66388
"16011","Indonesia","Korea","Disbursements",2019,0.010834
"16013","Indonesia","Korea","Disbursements",2019,0.021351
"16014","Indonesia","Korea","Disbursements",2019,0.023336
"16015","Indonesia","Korea","Disbursements",2019,0.084528
"16016","Indonesia","Korea","Disbursements",2019,0.140129
"16028","Mexico","Korea","Disbursements",2019,0.018878
"16031","Pakistan","Korea","Disbursements",2019,0.108565
"16032","Pakistan","Korea","Disbursements",2019,0.01099
"16033","Pakistan","Korea","Disbursements",2019,80.034505
"16039","Pakistan","Korea","Disbursements",2019,0.54768
"16042","Pakistan","Korea","Disbursements",2019,0.005148
"16044","Pakistan","Korea","Disbursements",2019,0.037372
"16045","Philippines","Korea","Disbursements",2019,0.006081
"16046","Philippines","Korea","Disbursements",2019,0.006497
"16053","Philippines","Korea","Disbursements",2019,0.003497
"16055","Philippines","Korea","Disbursements",2019,0.053097
"16056","Philippines","Korea","Disbursements",2019,0.006865
"16058","Philippines","Korea","Disbursements",2019,0.066368
"16073","Thailand","Korea","Disbursements",2019,0.012162
"16084","Thailand","Korea","Disbursements",2019,0.025743
"16087","Vietnam","Korea","Disbursements",2019,0.316671
"16088","Vietnam","Korea","Disbursements",2019,0.01099
"16089","Vietnam","Korea","Disbursements",2019,0.124419
"16092","Vietnam","Korea","Disbursements",2019,0.650533
"16095","Vietnam","Korea","Disbursements",2019,0.129664
"16097","Vietnam","Korea","Disbursements",2019,0.236703
"16098","Vietnam","Korea","Disbursements",2019,0.250685
"16099","Vietnam","Korea","Disbursements",2019,0.183814
"16100","Vietnam","Korea","Disbursements",2019,1.392555
"16252","Brazil","Sweden","Disbursements",2019,0.556279
"16266","China","Sweden","Disbursements",2019,0.045104
"16273","India","Sweden","Disbursements",2019,0.039658
"16280","India","Sweden","Disbursements",2019,0.315726
"16294","Indonesia","Sweden","Disbursements",2019,0.180415
"16336","Philippines","Sweden","Disbursements",2019,0.541245
"16350","South Africa","Sweden","Disbursements",2019,0.838721
"16364","Thailand","Sweden","Disbursements",2019,0.097725
"16393","Brazil","Switzerland","Disbursements",2019,0.001509
"16406","China","Switzerland","Disbursements",2019,0.994514
"16411","India","Switzerland","Disbursements",2019,0.707404
"16414","India","Switzerland","Disbursements",2019,1.71735
"16420","India","Switzerland","Disbursements",2019,1.291944
"16424","Indonesia","Switzerland","Disbursements",2019,0.000755
"16436","Indonesia","Switzerland","Disbursements",2019,4.026841
"16449","Mexico","Switzerland","Disbursements",2019,0.002012
"16456","Pakistan","Switzerland","Disbursements",2019,0.030555
"16462","Pakistan","Switzerland","Disbursements",2019,0.020654
"16482","South Africa","Switzerland","Disbursements",2019,0.367277
"16490","South Africa","Switzerland","Disbursements",2019,0.382372
"16492","South Africa","Switzerland","Disbursements",2019,1.903677
"16520","Vietnam","Switzerland","Disbursements",2019,0.059745
"16523","Brazil","UK","Disbursements",2019,0.570928
"16524","Brazil","UK","Disbursements",2019,1.142049
"16528","Brazil","UK","Disbursements",2019,0.004119
"16534","Brazil","UK","Disbursements",2019,0.072664
"16537","China","UK","Disbursements",2019,0.492023
"16538","China","UK","Disbursements",2019,0.027565
"16539","China","UK","Disbursements",2019,0.095316
"16541","China","UK","Disbursements",2019,1.056861
"16543","China","UK","Disbursements",2019,0.197666
"16545","China","UK","Disbursements",2019,0.903114
"16546","China","UK","Disbursements",2019,0.603444
"16548","China","UK","Disbursements",2019,0.03498
"16549","India","UK","Disbursements",2019,0.017347
"16551","India","UK","Disbursements",2019,1.614143
"16553","India","UK","Disbursements",2019,2.076343
"16557","India","UK","Disbursements",2019,0.134202
"16559","India","UK","Disbursements",2019,1.21349
"16560","India","UK","Disbursements",2019,2.741262
"16562","India","UK","Disbursements",2019,2.734892
"16573","Indonesia","UK","Disbursements",2019,0.558089
"16574","Indonesia","UK","Disbursements",2019,10.532341
"16575","Indonesia","UK","Disbursements",2019,0.014989
"16577","Mexico","UK","Disbursements",2019,1.624359
"16580","Mexico","UK","Disbursements",2019,2.790088
"16590","Mexico","UK","Disbursements",2019,0.08154
"16591","Pakistan","UK","Disbursements",2019,0.403737
"16593","Pakistan","UK","Disbursements",2019,0.689127
"16599","Pakistan","UK","Disbursements",2019,0.005105
"16602","Pakistan","UK","Disbursements",2019,9.928144
"16604","Pakistan","UK","Disbursements",2019,4.53709
"16613","Philippines","UK","Disbursements",2019,0.238578
"16616","Philippines","UK","Disbursements",2019,0.037681
"16618","Philippines","UK","Disbursements",2019,0.313954
"16628","South Africa","UK","Disbursements",2019,0.15226
"16630","South Africa","UK","Disbursements",2019,0.065667
"16632","South Africa","UK","Disbursements",2019,0.031974
"16644","Thailand","UK","Disbursements",2019,0.036887
"16647","Vietnam","UK","Disbursements",2019,0.304733
"16658","Vietnam","UK","Disbursements",2019,0.035547
"16661","Brazil","USA","Disbursements",2019,0.067704
"16662","Brazil","USA","Disbursements",2019,0.998987
"16663","Brazil","USA","Disbursements",2019,0.383481
"16672","Brazil","USA","Disbursements",2019,10.011396
"16675","China","USA","Disbursements",2019,0.589115
"16676","China","USA","Disbursements",2019,3.162568
"16677","China","USA","Disbursements",2019,1.588352
"16679","China","USA","Disbursements",2019,0.162615
"16680","China","USA","Disbursements",2019,0.091891
"16684","China","USA","Disbursements",2019,0.242667
"16686","China","USA","Disbursements",2019,2.80488
"16689","India","USA","Disbursements",2019,0.331986
"16690","India","USA","Disbursements",2019,0.848966
"16691","India","USA","Disbursements",2019,2.871784
"16694","India","USA","Disbursements",2019,0.982846
"16696","India","USA","Disbursements",2019,0.148712
"16700","India","USA","Disbursements",2019,0.012
"16702","India","USA","Disbursements",2019,0.473915
"16703","Indonesia","USA","Disbursements",2019,0.119057
"16705","Indonesia","USA","Disbursements",2019,0.983279
"16714","Indonesia","USA","Disbursements",2019,19.105995
"16728","Mexico","USA","Disbursements",2019,1.391823
"16731","Pakistan","USA","Disbursements",2019,17.035206
"16733","Pakistan","USA","Disbursements",2019,45.777873
"16745","Philippines","USA","Disbursements",2019,0.000704
"16750","Philippines","USA","Disbursements",2019,0.269267
"16756","Philippines","USA","Disbursements",2019,10.00071
"16759","South Africa","USA","Disbursements",2019,0.12087
"16760","South Africa","USA","Disbursements",2019,0.014987
"16768","South Africa","USA","Disbursements",2019,0.15
"16772","South Africa","USA","Disbursements",2019,0.000976
"16784","Thailand","USA","Disbursements",2019,0.042381
"16788","Vietnam","USA","Disbursements",2019,0.678588
"16789","Vietnam","USA","Disbursements",2019,1.663619
"16798","Vietnam","USA","Disbursements",2019,13.681733
